Date,Dataset,Sampling_Rate_kHz,FFT,Duration_sec,Thresholds_Hz,Filename,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,ROItotal,ROIcover
2/1/2019 0:00,May River,80,512,120,1500;8000;40000,May.River_20190201_000000.wav,28943.19475,7.05E-20,2.08E-06,8.452603786,19385.86795,58.22124543,-64.09080528,25.37044983,0.000624395,0.403844538,0.198697586,3753,32.37895567,0.094345616,0.029546114,3.193334039,6.34E-05,3.85E-09,2.713090539,12.59373871,7,208.4457127,-56.95428733,-76.78881025,19.83452292,0.772864024,0.15977441,0.578141996,0.276087336,0.022894717,39.79002027,5.1195094,193.6263319,0.104206847,1.232658281,0.037125734,0.045763343,0.542669215,0.23638317,2.016355136,0.161854552,0.164683232,0.187913397,0.161154977,0.165475782,6250.847656,26.20665894,0.036672526,0.018400682,1.96762194,0.545437661,0.332774739,3.195737734,5.270924511,8881.267487,0.971091804,0.411568643,2.268002685,1721,6.734137161
2/1/2019 0:20,May River,80,512,120,1500;8000;40000,May.River_20190201_002000.wav,19105.71527,-7.00E-20,5.18E-06,22.98936745,29462.61259,62.18728165,-62.56744376,27.45061891,0.000744094,0.380001354,0.218869123,4134,34.04311462,0.128282507,0.036487529,3.515976598,0.000103513,1.07E-08,2.532181176,11.79589768,13,212.7921382,-52.60786179,-76.77224803,24.16438624,0.773856214,0.165575965,0.639174967,0.300417794,0.023360892,29.28988315,4.413341282,199.7446544,0.101483446,1.225891099,0.099686584,0.122204896,0.477809133,0.73326394,2.026275238,0.152285683,0.165333012,0.190352022,0.162949815,0.167336925,6321.152344,30.50400711,0.04118961,0.019184173,2.127036578,0.53990245,0.332775685,3.196584459,5.27680047,8502.375322,0.971840276,0.402264322,2.599641851,1643,9.53608951
2/1/2019 0:40,May River,80,512,120,1500;8000;40000,May.River_20190201_004000.wav,12349.06091,-5.18E-20,2.52E-06,-11.53609071,13173.36662,59.04281758,-60.65938399,22.98414584,0.000926896,0.457073788,0.270859805,5116,28.64333942,0.1893795,0.045512525,4.161261714,6.75E-05,3.66E-09,2.341915571,9.694274032,9,208.627592,-56.77240802,-76.70495071,19.93254269,0.800874836,0.151480369,0.628666395,0.361816645,0.020719615,24.00331604,4.036313414,197.4588402,0.256240059,1.689039688,0.03304795,0.0558193,0.441167209,0.218701353,2.019229188,0.142360738,0.165157331,0.191124137,0.164842537,0.168978326,6383.15625,26.32353259,0.042983124,0.018967262,2.244052674,0.545894213,0.333006888,3.464317641,5.429557648,9915.421472,0.977464848,0.455430069,2.446482171,1674,7.812768862
2/1/2019 1:00,May River,80,512,120,1500;8000;40000,May.River_20190201_010000.wav,6719.420068,2.54E-20,3.17E-06,12.15293554,10655.40599,60.05881041,-57.58351437,18.69034789,0.001320761,0.391575543,0.30426726,5747,23.82705258,0.234963998,0.048802749,4.814819717,5.66E-05,3.62E-09,3.014295835,14.532474,12,207.8179825,-57.5820175,-76.68803041,19.1060129,0.743796474,0.214404963,0.66484948,0.457001069,0.020948197,30.64585481,4.515624049,187.1733955,0.161637951,1.385604171,0.034633993,0.047989005,0.478156922,0.194494619,2.03107082,0.148146099,0.17037242,0.187725568,0.159276331,0.164203239,6202.777344,25.45382951,0.034609013,0.018061014,1.891033112,0.536389636,0.332543371,3.02245628,5.106543789,7951.641105,0.964943483,0.373853342,2.081124077,1865,6.862818498
2/1/2019 1:20,May River,80,512,120,1500;8000;40000,May.River_20190201_012000.wav,5862.6178,-1.11E-20,4.19E-06,2.371078504,5806.950264,61.25140938,-56.74078048,19.42411586,0.001455328,0.465716593,0.305802626,5776,24.54414119,0.238405337,0.04663301,5.112643617,7.11E-05,4.31E-09,2.569431049,11.67570048,10,209.1988523,-56.20114773,-76.46694773,20.2658,0.788871253,0.160216251,0.79606421,0.489042094,0.024076533,29.4136369,4.396377325,196.3697372,0.24695557,1.65588579,0.038821781,0.064284435,0.544606379,0.242838797,2.017272916,0.167189137,0.173087059,0.197300432,0.164637601,0.1701153,6426.105469,26.63903125,0.043039688,0.019256865,2.213287879,0.552610759,0.332856246,3.274599067,5.361301207,9605.344294,0.9742358,0.443522315,2.44762871,1680,9.265893862
2/1/2019 1:40,May River,80,512,120,1500;8000;40000,May.River_20190201_014000.wav,4374.56156,1.57E-20,6.48E-06,2.037028114,3994.235913,63.16312767,-54.61903356,17.29551271,0.001858011,0.443807696,0.31321474,5916,22.29752857,0.249947056,0.044044315,5.675199873,7.15E-05,5.65E-09,3.594362537,19.55088611,10,209.8016736,-55.5983264,-76.30817978,20.70985338,0.731124029,0.21486462,0.672123507,0.40567371,0.020690835,30.63737414,4.422715642,197.6974583,0.131237171,1.302124279,0.056689919,0.07381732,0.521418346,0.297878988,2.057496706,0.116407075,0.176879851,0.194181085,0.165892011,0.170807205,6452.242188,27.16581327,0.041661048,0.018893066,2.173603878,0.538799109,0.332124952,2.809930803,5.032389904,8279.700878,0.957628517,0.400256461,2.402642493,1780,8.057019358
2/1/2019 2:00,May River,80,512,120,1500;8000;40000,May.River_20190201_020000.wav,7038.013998,1.49E-19,3.74E-06,0.530604716,3478.383729,60.77282834,-57.59567937,18.69647368,0.001318913,0.494091146,0.323454699,6112,23.56941857,0.247724386,0.052011111,4.763164858,6.44E-05,5.14E-09,3.897338609,21.26325426,7,209.1617492,-56.23825079,-76.53734337,20.29909259,0.705646122,0.241064203,0.676284749,0.371750738,0.021538238,34.18462454,4.680384303,196.4841015,0.080743409,1.175671102,0.05435065,0.063898489,0.632776071,0.235006962,2.045427121,0.136890514,0.172429222,0.194189597,0.164176785,0.169243442,6395.878906,26.53599539,0.040584853,0.019023151,2.116768346,0.543512361,0.331904701,2.726212791,4.88785666,7692.611845,0.951350711,0.378076515,2.375575432,1853,7.344775376
2/1/2019 2:20,May River,80,512,120,1500;8000;40000,May.River_20190201_022000.wav,6405.265579,7.75E-20,5.12E-06,4.374610737,4558.427403,62.14040781,-56.98769776,19.7533095,0.00141454,0.46285384,0.332486235,6280,24.51346449,0.262229987,0.048618405,5.393921745,7.36E-05,6.64E-09,3.683540201,20.57414927,6,210.2939809,-55.10601913,-76.3479278,21.24190868,0.716097408,0.231723174,0.751195786,0.442545784,0.022497143,31.93294097,4.467247968,198.9214087,0.083897201,1.183161106,0.067084293,0.079371526,0.583890869,0.298770273,2.034195813,0.152151315,0.176612719,0.199236078,0.167619441,0.172941554,6532.867188,27.43321761,0.044449764,0.019447157,2.268612805,0.540081301,0.331897985,2.723867545,4.946826052,7629.778263,0.953395188,0.364424855,2.492421352,1868,7.062758521
2/1/2019 2:40,May River,80,512,120,1500;8000;40000,May.River_20190201_024000.wav,7811.664483,-6.33E-20,4.41E-06,16.25098827,18558.10837,61.49202107,-58.33878721,19.99985531,0.001210767,0.381140054,0.314114782,5933,25.00639321,0.239305379,0.047973466,4.988550326,6.93E-05,8.60E-09,4.900689105,30.87581223,14,210.7526104,-54.64738964,-76.60228727,21.95489763,0.623740116,0.329573038,0.7393038,0.502786878,0.02047049,34.45008625,4.705300423,193.7135846,0.000620376,1.001241522,0.091374968,0.091488412,0.59178359,0.414042858,2.001268248,0.18692437,0.167111485,0.19083483,0.16424245,0.168531291,6366.269531,28.12907752,0.038582375,0.019043687,2.015708091,0.537146519,0.329886388,2.285827256,4.41748345,5908.642349,0.921192149,0.302103364,2.298110337,1869,6.491499835
2/1/2019 3:00,May River,80,512,120,1500;8000;40000,May.River_20190201_030000.wav,11481.612,-4.36E-22,4.32E-06,-7.322689721,30458.06441,61.33731781,-60.05899773,22.94035775,0.000993231,0.432867333,0.289760695,5473,28.30701931,0.194091487,0.042198561,4.599724678,8.31E-05,9.82E-09,3.59956402,18.59148395,9,211.7179528,-53.68204718,-76.45606755,22.77402036,0.695214286,0.259034942,0.640278798,0.430280525,0.021217856,34.9226963,4.722763993,201.5539331,0.127684477,1.292748378,0.095260636,0.123148033,0.549541431,0.576039862,2.008601644,0.173091205,0.167725167,0.200069963,0.168638698,0.173524363,6554.882813,28.82278289,0.043966951,0.019268248,2.265510472,0.549667414,0.331991059,2.757388736,4.830642946,6844.611452,0.952523746,0.328782739,2.583716914,1755,6.386757528
2/1/2019 3:20,May River,80,512,120,1500;8000;40000,May.River_20190201_032000.wav,7866.179916,-1.22E-19,2.22E-06,8.274846061,6903.86131,58.41552173,-58.40595926,18.51721923,0.00120144,0.43933544,0.302414231,5712,23.67833497,0.218233799,0.047532973,4.591451792,5.51E-05,1.82E-09,1.581752625,5.649742526,6,206.3386119,-59.06138811,-76.60359111,17.542203,0.848249684,0.112088554,0.358024384,0.158276499,0.01929473,30.45180418,4.443467843,190.9153356,0.358269304,2.116572127,0.014569437,0.030837263,0.419892578,0.13896573,2.057437553,0.117522617,0.164336683,0.189589991,0.160851253,0.165502151,6251.84375,24.19050563,0.034335601,0.018366819,1.856875141,0.538295935,0.333206603,3.937420322,5.696350115,11505.60135,0.985439246,0.504597527,2.145581264,1874,5.873862508
